method,first_alarm_ms,first_post_alarm_ms,origin_at_alarm,leading_at_alarm,origin_score_at_alarm,origin_margin_at_alarm,origin_ignorance_at_alarm,first_localization_ms,first_origin,samples,alarm_samples,pre_alarm_samples,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_samples,high_localization_conflict_samples,propagation_samples
Final CLO-DSF,72500,72500,COMMUNICATION,COMMUNICATION,1,1,0,72500,COMMUNICATION,1201,7,0,0.993338884263,0.993338884263,0,0,0,0,0
Candidate 2,72500,72500,COMMUNICATION,COMMUNICATION,0.92,0.9,0.1,72500,COMMUNICATION,1201,7,0,0.993338884263,0.993554651124,0,0,0,0,0
Candidate 2 no origin discount,72500,72500,COMMUNICATION,COMMUNICATION,1,1,0,72500,COMMUNICATION,1201,7,0,0.993338884263,0.993338884263,0,0,0,0,0
Final no temporal,72500,72500,COMMUNICATION,COMMUNICATION,1,1,0,72500,COMMUNICATION,1201,4,0,0.996669442132,0.996669442132,0,0,0,0,0
Candidate 1,72600,72600,COMMUNICATION,COMMUNICATION,0.959595959596,0.954545454545,0.030303030303,72600,COMMUNICATION,1201,3,0,0.166877283225,0.166877283225,0.00135647833701,0.00135647833701,1,1,0
Plain DS,72500,72500,COMMUNICATION,COMMUNICATION,1,1,0,72500,COMMUNICATION,1201,4,0,0.498334721066,0.498334721066,0,0,0,0,0
Simple OR,72500,72500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,4,0,1,1,0,0,0,0,0
Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,4,0,1,1,0,0,0,0,0
Hybrid,72500,72500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,4,0,1,1,0,0,0,0,0
Timing Monitor,-1,-1,UNKNOWN,UNKNOWN,0,0,0,-1,UNKNOWN,1201,0,0,1,1,0,0,0,0,0
