method,first_alarm_ms,first_post_alarm_ms,origin_at_alarm,leading_at_alarm,origin_score_at_alarm,origin_margin_at_alarm,origin_ignorance_at_alarm,first_localization_ms,first_origin,samples,alarm_samples,pre_alarm_samples,mean_anomaly_ignorance,mean_origin_ignorance,mean_detection_conflict,mean_localization_conflict,high_detection_conflict_samples,high_localization_conflict_samples,propagation_samples
Final CLO-DSF,72500,72500,TIMING,TIMING,1,1,0,72500,TIMING,1201,476,0,0.603651289737,0.603651289737,0,3.07137253235e-53,0,0,0
Candidate 2,72500,72500,TIMING,TIMING,0.92,0.9,0.1,72500,TIMING,1201,476,0,0.603651289737,0.612343057148,0,1.80276213855e-53,0,0,0
Candidate 2 no origin discount,72500,72500,TIMING,TIMING,1,1,0,72500,TIMING,1201,476,0,0.603651289737,0.603651289737,0,3.07137253235e-53,0,0,0
Final no temporal,72500,72500,TIMING,TIMING,1,1,0,72500,TIMING,1201,476,0,0.603661148872,0.603661148872,0,0,0,0,0
Candidate 1,72600,72600,TIMING,TIMING,0.959595959596,0.954545454545,0.030303030303,72600,TIMING,1201,475,0,0.109749128982,0.109749128982,0.000610284685019,0.000610284685019,1,1,0
Plain DS,72500,72500,TIMING,TIMING,1,1,0,72500,TIMING,1201,476,0,0.301832418454,0.301832418454,1.22874365696e-06,1.22874365696e-06,0,0,0
Simple OR,72500,72500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,476,0,1,1,0,0,0,0,0
Weighted Sum,72500,72500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,476,0,1,1,0,0,0,0,0
Hybrid,-1,-1,UNKNOWN,UNKNOWN,0,0,0,-1,UNKNOWN,1201,0,0,1,1,0,0,0,0,0
Timing Monitor,72500,72500,UNKNOWN,UNKNOWN,0,0,1,-1,UNKNOWN,1201,476,0,1,1,0,0,0,0,0
